time,distance,filtered,setpoint,error,control,beam_angle
0.0,111.0,111.0,30.0,0.0,0.0,0.26
0.034,111.0,111.0,30.0,0.0,0.0,0.26
0.068,111.0,111.0,30.0,0.0,0.0,0.26
0.102,111.0,111.0,30.0,0.0,0.0,0.26
0.136,111.0,111.0,30.0,0.0,0.0,0.26
0.17,111.0,111.0,30.0,0.0,0.0,0.26
0.204,111.0,111.0,30.0,0.0,0.0,0.26
0.238,112.0,112.0,30.0,0.0,0.0,0.26
0.272,112.0,112.0,30.0,0.0,0.0,0.26
0.306,112.0,112.0,30.0,0.0,0.0,0.26
0.34,111.0,111.0,30.0,0.0,0.0,0.26
0.374,111.0,111.0,30.0,0.0,0.0,0.26
0.408,111.0,111.0,30.0,0.0,0.0,0.26
0.442,112.0,112.0,30.0,0.0,0.0,0.26
0.476,112.0,112.0,30.0,0.0,0.0,0.26
0.51,111.0,111.0,30.0,0.0,0.0,0.26
0.544,112.0,111.0,30.0,0.0,0.0,0.27
0.578,112.0,112.0,30.0,0.0,0.0,0.26
0.612,112.0,112.0,30.0,0.0,0.0,0.26
0.646,111.0,111.0,30.0,0.0,0.0,0.26
0.68,111.0,111.0,30.0,0.0,0.0,0.26
0.714,111.0,111.0,30.0,0.0,0.0,0.26
0.748,111.0,111.0,30.0,0.0,0.0,0.26
0.782,112.0,112.0,30.0,0.0,0.0,0.26
0.816,111.0,111.0,30.0,0.0,0.0,0.26
0.85,111.0,111.0,30.0,0.0,0.0,0.26
0.884,111.0,111.0,30.0,0.0,0.0,0.26
0.918,112.0,112.0,30.0,0.0,6.0,0.26
0.952,112.0,112.0,30.0,0.0,12.0,0.26
0.986,111.0,111.0,30.0,0.0,18.0,0.16
1.02,112.0,112.0,30.0,0.0,20.0,-0.36
1.054,111.0,111.0,30.0,0.0,20.0,-0.98
1.088,111.0,111.0,30.0,0.0,20.0,-0.98
1.122,112.0,112.0,30.0,0.0,20.0,-2.86
1.156,112.0,112.0,30.0,0.0,20.0,-2.86
1.19,113.0,113.0,30.0,0.0,20.0,-3.8
1.224,115.0,115.0,30.0,0.0,20.0,-3.8
1.258,117.0,116.0,30.0,0.0,20.0,-3.8
1.292,117.0,117.0,30.0,0.0,20.0,-3.8
1.326,122.0,121.0,30.0,0.0,20.0,-3.69
1.36,126.0,124.0,30.0,0.0,20.0,-3.68
1.394,126.0,125.0,30.0,0.0,20.0,-3.68
1.428,132.0,130.0,30.0,0.0,20.0,-3.8
1.462,136.0,134.0,30.0,0.0,20.0,-3.79
1.496,141.0,139.0,30.0,0.0,20.0,-3.79
1.53,141.0,140.0,30.0,0.0,20.0,-3.79
1.564,151.0,148.0,30.0,0.0,20.0,-3.79
1.598,157.0,154.0,30.0,0.0,20.0,-3.79
1.632,157.0,156.0,30.0,0.0,20.0,-3.79
1.666,168.0,164.0,30.0,0.0,20.0,-3.79
1.7,176.0,173.0,30.0,0.0,20.0,-3.79
1.734,176.0,175.0,30.0,0.0,20.0,-3.79
1.768,191.0,186.0,30.0,0.0,20.0,-3.79
1.802,200.0,196.0,30.0,0.0,20.0,-3.8
1.836,200.0,199.0,30.0,0.0,20.0,-3.8
1.87,217.0,211.0,30.0,0.0,20.0,-3.8
1.904,225.0,221.0,30.0,0.0,20.0,-3.9
1.938,225.0,224.0,30.0,0.0,20.0,-3.9
1.972,246.0,239.0,30.0,0.0,20.0,-3.9
2.006,246.0,244.0,30.0,0.0,20.0,-3.9
2.04,241.0,242.0,30.0,0.0,20.0,-3.89
2.074,241.0,241.0,30.0,0.0,20.0,-3.89
2.108,240.0,241.0,30.0,0.0,20.0,-4.0
2.142,240.0,240.0,30.0,0.0,20.0,-4.0
2.176,242.0,242.0,30.0,0.0,20.0,-3.8
2.21,242.0,242.0,30.0,0.0,20.0,-3.8
2.244,245.0,244.0,30.0,0.0,20.0,-3.8
2.278,245.0,245.0,30.0,0.0,20.0,-3.8
2.312,245.0,245.0,30.0,0.0,20.0,-3.8
2.346,250.0,248.0,30.0,0.0,20.0,-3.8
2.38,250.0,249.0,30.0,0.0,20.0,-3.9
2.414,250.0,249.0,30.0,0.0,20.0,-3.8
2.448,250.0,249.0,30.0,0.0,20.0,-3.8
2.482,250.0,249.0,30.0,0.0,20.0,-3.8
2.516,250.0,249.0,30.0,0.0,20.0,-3.9
2.55,250.0,249.0,30.0,0.0,20.0,-3.9
2.584,250.0,249.0,30.0,0.0,20.0,-3.9
2.618,250.0,249.0,30.0,0.0,20.0,-3.9
2.652,250.0,249.0,30.0,0.0,20.0,-3.8
2.686,250.0,250.0,30.0,0.0,20.0,-3.8
2.72,250.0,250.0,30.0,0.0,20.0,-3.8
2.754,250.0,250.0,30.0,0.0,20.0,-3.8
2.788,250.0,250.0,30.0,0.0,20.0,-3.8
2.822,250.0,250.0,30.0,0.0,20.0,-3.8
2.856,250.0,250.0,30.0,0.0,20.0,-3.9
2.89,250.0,250.0,30.0,0.0,20.0,-3.9
2.924,250.0,250.0,30.0,0.0,20.0,-3.9
2.958,250.0,250.0,30.0,0.0,20.0,-3.8
2.992,250.0,250.0,30.0,0.0,20.0,-3.9
3.026,250.0,250.0,30.0,0.0,20.0,-3.9
3.06,250.0,250.0,30.0,0.0,20.0,-3.9
3.094,250.0,250.0,30.0,0.0,20.0,-3.9
3.128,250.0,250.0,30.0,0.0,20.0,-4.0
3.162,250.0,250.0,30.0,0.0,20.0,-4.0
3.196,250.0,250.0,30.0,0.0,20.0,-3.8
3.23,250.0,250.0,30.0,0.0,20.0,-3.9
